edificio,ejecucion,nivel,tipo_elemento,seccion,elemento_id_plano,elementTag_FE,nodo_i,nodo_j,u_i_m,v_i_m,z_i_m,u_j_m,v_j_m,z_j_m,N_i_kN,Vy_i_kN,Vz_i_kN,T_i_kNm,My_i_kNm,Mz_i_kNm,N_j_kN,Vy_j_kN,Vz_j_kN,T_j_kNm,My_j_kNm,Mz_j_kNm,N_mx_kN,Vy_mx_kN,Vz_mx_kN,T_mx_kNm,My_mx_kNm,Mz_mx_kNm,M_mx_abs_kNm
I,primera_ejecucion,P4,viga,V,V_EI_CP4_x45.00_0-16.15,663,608,212,45.0,8.9,11.83,45.0,9.081,11.83,0.0,-0.0,-595.637156,228.291055,-538.347095,-0.0,0.0,0.0,595.637156,-228.291055,646.15742,-0.0,0.0,0.0,595.637156,228.291055,646.15742,0.0,646.15742
I,primera_ejecucion,P4,viga,V,V_EI_CP4_x45.00_0-16.15,664,212,629,45.0,9.081,11.83,45.0,16.15,11.83,0.0,0.0,132.358671,49.608389,-868.944571,0.0,0.0,0.0,-132.358671,-49.608389,-66.698872,0.0,0.0,0.0,132.358671,49.608389,868.944571,0.0,868.944571
I,primera_ejecucion,P4,viga,V,V_EI_CP4_x47.50_0-16.15,665,589,610,47.5,0.0,11.83,47.5,8.9,11.83,0.0,0.0,-56.530665,-49.906813,34.882806,0.0,0.0,0.0,56.530665,49.906813,468.240111,0.0,0.0,0.0,56.530665,49.906813,468.240111,0.0,468.240111
I,primera_ejecucion,P4,viga,V,V_EI_CP4_x47.50_0-16.15,666,610,631,47.5,8.9,11.83,47.5,16.15,11.83,0.0,0.0,67.526256,78.7631,-506.43275,0.0,0.0,0.0,-67.526256,-78.7631,16.867397,0.0,0.0,0.0,67.526256,78.7631,506.43275,0.0,506.43275
I,primera_ejecucion,P4,viga,V,V_EI_CP4_x49.90_0-16.15,667,591,612,49.9,0.0,11.83,49.9,8.9,11.83,0.0,0.0,-25.266303,-45.070414,-52.357843,0.0,0.0,0.0,25.266303,45.070414,277.22794,0.0,0.0,0.0,25.266303,45.070414,277.22794,0.0,277.22794
I,primera_ejecucion,P4,viga,V,V_EI_CP4_x49.90_0-16.15,668,612,633,49.9,8.9,11.83,49.9,16.15,11.83,0.0,0.0,24.216372,70.448815,-266.952418,0.0,0.0,0.0,-24.216372,-70.448815,91.383721,0.0,0.0,0.0,24.216372,70.448815,266.952418,0.0,266.952418
I,primera_ejecucion,-0.05,stub_elastico_rigidez_elevada,RIGIDA,STUB_RIGID_79_429,669,79,429,30.0,0.0,-0.05,30.35,-0.2,-0.05,0.0,-0.0,95.864039,-5.612654,-28.879324,0.0,-0.0,0.0,-95.864039,5.612654,-9.764705,-0.0,0.0,0.0,95.864039,5.612654,28.879324,0.0,28.879324
I,primera_ejecucion,-0.05,stub_elastico_rigidez_elevada,RIGIDA,STUB_RIGID_121_430,670,121,430,45.0,0.0,-0.05,45.35,-0.2,-0.05,0.0,0.0,99.153615,-6.627996,-28.313668,0.0,-0.0,-0.0,-99.153615,6.627996,-11.656432,0.0,0.0,0.0,99.153615,6.627996,28.313668,0.0,28.313668
I,primera_ejecucion,CP1S,muro,M 0.2x12.62x2,M_EI_CP1S_001_contencion,673,671,672,-0.35,-10.8195,-7.01,-0.35,-10.8195,-4.01,361.588629,9.627117,-0.0,-0.000332,0.009629,-26.693351,-361.588629,-9.627117,0.0,0.000332,-0.009629,55.574701,361.588629,9.627117,0.0,0.000332,0.009629,55.574701,55.574701
I,primera_ejecucion,CP1S,muro,M 0.3x4.15x2,M_EI_CP1S_002_contencion,675,674,397,21.25,-10.8195,-7.01,21.249772731060002,-10.819465463500002,-4.01,368.801438,-9.599178,-0.004246,1e-06,0.012737,-28.711914,-368.801438,9.599178,0.004246,-1e-06,0.0,-0.085619,368.801438,9.599178,0.004246,1e-06,0.012737,28.711914,28.711914
