nodo,direccion,desplazamiento_m
165,comp_3,0.0
165,comp_4,0.0
165,comp_5,0.0
167,comp_0,0.0006806571546170582
167,comp_1,-5.6665594267297535e-05
167,comp_2,0.0
167,comp_3,7.154746750921429e-06
167,comp_4,8.594155992639626e-05
167,comp_5,1.420030411825444e-08
168,comp_0,0.0
168,comp_1,0.0
168,comp_2,0.0
168,comp_3,0.0
168,comp_4,0.0
168,comp_5,0.0
170,comp_0,0.0006805543444152421
170,comp_1,-5.6667156300750545e-05
170,comp_2,0.0
170,comp_3,7.154943977367495e-06
170,comp_4,8.592857884030833e-05
170,comp_5,1.420030411825444e-08
171,comp_0,0.0
171,comp_1,0.0
171,comp_2,0.0
171,comp_3,0.0
171,comp_4,0.0
171,comp_5,0.0
173,comp_0,0.0006804851889341861
173,comp_1,-5.7096147488163016e-05
173,comp_2,0.0
173,comp_3,7.2091095313337285e-06
173,comp_4,8.591984708765004e-05
173,comp_5,1.420030411825444e-08
174,comp_0,0.0
174,comp_1,0.0
174,comp_2,0.0
174,comp_3,0.0
174,comp_4,0.0
174,comp_5,0.0
176,comp_0,0.0006804860409524333
176,comp_1,-5.695400244393929e-05
176,comp_2,0.0
176,comp_3,7.191161924739831e-06
176,comp_4,8.591995466571127e-05
176,comp_5,1.420030411825444e-08
177,comp_0,0.0
177,comp_1,0.0
177,comp_2,0.0
177,comp_3,0.0
177,comp_4,0.0
177,comp_5,0.0
179,comp_0,0.0035598054072591705
179,comp_1,0.0015747067706130778
179,comp_2,-0.00010122237471157545
179,comp_3,0.0010980587775287149
179,comp_4,2.428265829416713e-05
179,comp_5,0.00022392773266193051
180,comp_0,0.0
180,comp_1,0.0
180,comp_2,0.0
180,comp_3,0.0
180,comp_4,0.0
180,comp_5,0.0
182,comp_0,0.0035598054072591705
182,comp_1,0.003813984097232383
182,comp_2,-0.0002553648155493573
182,comp_3,0.0014191209853122997
182,comp_4,0.0003560428672564415
182,comp_5,0.00022392773266193051
183,comp_0,0.0
183,comp_1,0.0
183,comp_2,0.0
183,comp_3,0.0
183,comp_4,0.0
183,comp_5,0.0
185,comp_0,0.0035598054072591705
185,comp_1,0.008292538750470993
185,comp_2,-0.00022294584602681658
185,comp_3,0.00146321720518368
185,comp_4,0.00022359996729540854
185,comp_5,0.00022392773266193051
186,comp_0,0.0
186,comp_1,0.0
186,comp_2,0.0
186,comp_3,0.0
186,comp_4,0.0
186,comp_5,0.0
188,comp_0,0.0035598054072591705
188,comp_1,0.006053261423851688
188,comp_2,-0.00021354961704385858
188,comp_3,0.0015695425964318752
188,comp_4,-6.23079023352652e-05
188,comp_5,0.00022392773266193051
189,comp_0,0.0
189,comp_1,0.0
189,comp_2,0.0
189,comp_3,0.0
189,comp_4,0.0
189,comp_5,0.0
191,comp_0,0.0035598054072591705
191,comp_1,0.010531816077090297
191,comp_2,-3.693893340451008e-05
191,comp_3,0.0011296485520999426
191,comp_4,-0.0004229220437014859
191,comp_5,0.00022392773266193051
192,comp_0,0.0
192,comp_1,0.0
192,comp_2,0.0
192,comp_3,0.0
192,comp_4,0.0
