nodo,direccion,valor_kN
155,comp_1,-0.013697959467217927
155,comp_2,0.0
155,comp_3,2.498001805406602e-16
155,comp_4,6.217248937900877e-15
155,comp_5,0.00014014731962163615
156,comp_0,-0.16444381917438855
156,comp_1,0.013697959467217927
156,comp_2,0.0
156,comp_3,-0.16273175847054921
156,comp_4,-1.953592571791742
156,comp_5,-0.00014014731962163615
158,comp_0,0.16441329152582662
158,comp_1,-0.013697582159201898
158,comp_2,0.0
158,comp_3,1.0547118733938987e-15
158,comp_4,8.881784197001252e-15
158,comp_5,0.00014014731962163615
159,comp_0,-0.16441329152582662
159,comp_1,0.013697582159201898
159,comp_2,0.0
159,comp_3,-0.1627272760513196
159,comp_4,-1.953229903326829
159,comp_5,-0.00014014731962163615
161,comp_0,0.16438856070042016
161,comp_1,-0.013697822264303
161,comp_2,0.0
161,comp_3,5.967448757360216e-16
161,comp_4,-1.5543122344752192e-15
161,comp_5,0.00014014731962163615
162,comp_0,-0.16438856070042016
162,comp_1,0.013697822264303
162,comp_2,0.0
162,comp_3,-0.16273012849992022
162,comp_4,-1.9529361011209898
162,comp_5,-0.00014014731962163615
164,comp_0,0.16444381917438894
164,comp_1,-0.01368835526317607
164,comp_2,0.0
164,comp_3,3.0531133177191805e-16
164,comp_4,3.1086244689504383e-15
164,comp_5,0.00014014731962163615
165,comp_0,-0.16444381917438894
165,comp_1,0.01368835526317607
165,comp_2,0.0
165,comp_3,-0.162617660526532
165,comp_4,-1.9535925717917437
165,comp_5,-0.00014014731962163615
167,comp_0,0.16441222820323728
167,comp_1,-0.013687532045686674
167,comp_2,0.0
167,comp_3,1.0408340855860843e-15
167,comp_4,8.881784197001252e-16
167,comp_5,0.00014014731962163615
168,comp_0,-0.16441222820323728
168,comp_1,0.013687532045686674
168,comp_2,0.0
168,comp_3,-0.16260788070275872
168,comp_4,-1.9532172710544595
168,comp_5,-0.00014014731962163615
170,comp_0,0.16438739447564354
170,comp_1,-0.013687909353702727
170,comp_2,0.0
170,comp_3,8.326672684688674e-17
170,comp_4,-4.440892098500626e-16
170,comp_5,0.00014014731962163615
171,comp_0,-0.16438739447564354
171,comp_1,0.013687909353702727
171,comp_2,0.0
171,comp_3,-0.16261236312198846
171,comp_4,-1.9529222463706446
171,comp_5,-0.00014014731962163615
173,comp_0,0.16437069002075486
173,comp_1,-0.013791531855168486
173,comp_2,0.0
173,comp_3,6.522560269672795e-16
173,comp_4,1.2212453270876722e-14
173,comp_5,0.00014014731962163615
174,comp_0,-0.16437069002075486
174,comp_1,0.013791531855168486
174,comp_2,0.0
174,comp_3,-0.16384339843940227
174,comp_4,-1.9527237974465796
174,comp_5,-0.00014014731962163615
176,comp_0,0.16437089582512876
176,comp_1,-0.013757196825718824
176,comp_2,0.0
176,comp_3,9.992007221626409e-16
176,comp_4,-2.220446049250313e-16
176,comp_5,0.00014014731962163615
177,comp_0,-0.16437089582512876
177,comp_1,0.013757196825718824
177,comp_2,0.0
177,comp_3,-0.16343549828954063
177,comp_4,-1.9527262424025293
177,comp_5,-0.00014014731962163615
179,comp_0,6.047284180805055
179,comp_1,18.44511049647974
179,comp_2,9.136158496403368e-11
179,comp_3,-1.0800249583553523e-11
179,comp_4,-1.8829382497642655e-13
179,comp_5,7.882477676991617
180,comp_0,-6.047284180817804
180,comp_1,-18.44511049647974
180,comp_2,93.07762178786322
180,comp_3,104.85566973396067
180,comp_4,-48.80624920804755
180,comp_5,-7.882477676992771
182,comp_0,1.3287841807862513
182,comp_1,27.032718822411958
182,comp_2,5.974243322270922e-11
182,comp_3,-6.366462912410498e-12
182,comp_4,-5.222489107836736e-13
182,comp_5,7.882477676991617
183,comp_0,-1.3287841807990006
183,comp_1,-27.032718822411958
183,comp_2,234.8171517152958
183,comp_3,160.8143732463882
183,comp_4,-23.89256920794827
183,comp_5,-7.882477676992771
185,comp_0,3.212469464875542
185,comp_1,35.70240658572091
185,comp_2,1.1112888387287967e-11
185,comp_3,-5.059064278611913e-12
185,comp_4,-1.8351986597053838e-13
185,comp_5,7.882477676991617
186,comp_0,-3.2124694648882914
186,comp_1,-35.70240658572091
186,comp_2,205.00674080002764
186,comp_3,227.8225877396703
186,comp_4,-33.83842750793973
186,comp_5,-7.882477676992771
188,comp_0,7.278828981218612
188,comp_1,33.19337046815382
188,comp_2,-9.848122317634989e-11
188,comp_3,1.0061285138363019e-11
188,comp_4,-1.5720758028692217e-13
188,comp_5,7.882477676991617
189,comp_0,-7.278828981231361
189,comp_1,-33.19337046815382
189,comp_2,196.36656959282212
189,comp_3,203.95874548741068
189,comp_4,-55.30880575423113
189,comp_5,-7.882477676992771
191,comp_0,12.407707550971331
191,comp_1,34.979447720136754
191,comp_2,1.3869794202037156e-11
191,comp_3,-9.663381206337363e-12
